Chapters,Verse,Verse_Number,Verse_Meaning
Chapter 15,"""The one who has reached the highest goal remains united with the Supreme, and attains supreme peace by shedding all attachments.""",Verse 15.11,"Krishna to Arjuna: The demoniac-natured are filled with pride, arrogance, and hypocrisy. They act with deceit and cruelty, disregarding moral values. Their selfish desires control them, leading them away from the divine path."
Chapter 15,"""By understanding that everything in the universe is connected to the Supreme, one can remain detached from material possessions and desires, thus leading to liberation.""",Verse 15.12,"Krishna to Arjuna: The divine qualities lead to liberation, while the demonic ones lead to suffering. Arjuna, do not grieve, for you are born with divine qualities that will guide you towards righteousness."
Chapter 15,"""Those who follow the teachings of the Supreme and practice detachment from the material world achieve the highest spiritual goal.""",Verse 15.13,"Krishna to Arjuna: The demonic-minded claim that the universe is without purpose and born of chance. Their belief in randomness leads them to engage in destructive actions, bringing chaos into their lives and society."
Chapter 15,"""By remaining detached and focusing on the Supreme, one can transcend the gunas and attain the ultimate goal of liberation.""",Verse 15.14,"Krishna to Arjuna: Motivated by endless desires, they remain addicted to indulgence. They act with selfish intent, believing that accumulating wealth and power is the ultimate goal of life."
Chapter 15,"""The Supreme is within the hearts of all beings, and it is through this Supreme that they receive their life, sustenance, and consciousness.""",Verse 15.15,"Krishna to Arjuna: Their minds are clouded by arrogance and hypocrisy. They think, “I am superior, I have gained much, and I shall gain more.” Their greed blinds them, making them unaware of their impending downfall."
Chapter 15,"""The Supreme is beyond the perishable body and is eternal. Those who recognize this, and transcend the material existence, attain the highest state.""",Verse 15.16,"Krishna to Arjuna: These demonic individuals engage in sinful acts, exploiting others for their own gain. They remain bound by lust and anger, convinced that their actions will bring them happiness."
Chapter 15,"""Those who are free from attachment and constantly meditate upon the Supreme with a pure heart, realize the ultimate truth and experience eternal peace.""",Verse 15.17,"Krishna to Arjuna: Such people, blinded by ignorance, fall deeper into delusion. Their actions, driven by selfishness, only increase their bondage to suffering and keep them far from the path of spiritual liberation."
Chapter 15,"""Those who recognize the Supreme as the source of all creation and destruction, and who surrender to it, achieve liberation from the cycle of birth and death.""",Verse 15.18,"Krishna to Arjuna: They become trapped in the cycle of desire, chasing momentary pleasures and accumulating wealth with dishonesty. Their greed leads to never-ending dissatisfaction."
Chapter 15,"""By surrendering to the Supreme, one can cross beyond all obstacles and attain the highest spiritual state, free from all desires and attachments.""",Verse 15.19,"Krishna to Arjuna: Deluded by pride, they believe they are all-powerful and invincible. They falsely assume control over the world and ignore the consequences of their unrighteous actions."
Chapter 15,"""Those who understand the Supreme, who are detached from worldly desires, and who live in harmony with the divine, reach the ultimate goal of liberation.""",Verse 15.20,"Krishna to Arjuna: Such individuals think, “I am the lord, I am the enjoyer, I am perfect, powerful, and happy.” They boast about their wealth and status, unaware of their own spiritual emptiness."
Chapter 16,"""The Divine qualities are freedom from fear, purity, and compassion, while the demoniacal qualities are characterized by pride, anger, and ignorance.""",Verse 16.1,Krishna to Arjuna: Their actions are dictated by desire and fueled by pride. They disregard dharma and accumulate wealth unjustly. They believe they are superior to others and mock righteousness.
Chapter 16,"""Those who possess divine qualities aspire to liberation, while those endowed with demoniacal qualities are bound by their desires and attachments.""",Verse 16.2,"Krishna to Arjuna: Engrossed in self-importance, their delusion leads them deeper into darkness. They become slaves to their senses and pursue only material gain, believing it will bring fulfillment."
Chapter 16,"""Humility, self-restraint, purity of heart, and a mind focused on higher pursuits lead one to spiritual progress.""",Verse 16.3,"Krishna to Arjuna: These individuals, caught in an endless cycle of birth and rebirth, descend into lower states of existence. Their attachment to material pleasures prevents them from attaining spiritual wisdom."
Chapter 16,"""Arrogance, anger, greed, and jealousy, however, bind one to the material world and keep them from the path of liberation.""",Verse 16.4,"Krishna to Arjuna: The demonic-minded follow false rituals, worshiping wealth and power instead of the divine. Their so-called sacrifices are filled with pride, arrogance, and hypocrisy."
Chapter 16,"""Those who are consumed by pride and selfish desires can never attain true peace and spiritual progress.""",Verse 16.5,Krishna to Arjuna: Those who despise dharma and reject the truth of the scriptures are destined for ruin. Their self-centered actions lead them away from the divine and deeper into suffering.
Chapter 16,"""The demoniacal do not believe in the afterlife or the supreme reality; they view life as merely a temporary existence, leading to endless suffering.""",Verse 16.6,"Krishna to Arjuna: I cast such individuals into demonic births, keeping them bound to ignorance and suffering. Repeatedly, they are born in lower states of existence, unable to attain peace."
Chapter 16,"""Such people engage in sinful acts, believing that pleasure and indulgence are the ultimate goals of life, forgetting the eternal truth.""",Verse 16.7,"Krishna to Arjuna: The foolish, driven by their lower nature, remain trapped in illusion. Birth after birth, they descend into realms of suffering, far from liberation."
Chapter 16,"""They believe that they can control their own fate and live without spiritual discipline, thinking that their actions have no consequences.""",Verse 16.8,"Krishna to Arjuna: Lust, anger, and greed are the three gates to hell. One who surrenders to these desires is doomed to spiritual destruction and remains bound to suffering."
Chapter 16,"""These individuals perform their deeds in the service of their selfish desires and without any regard for the higher purpose of life.""",Verse 16.9,"Krishna to Arjuna: Those who overcome these three obstacles walk the path of righteousness. Free from attachment, they attain peace and ultimately reach the highest goal."
Chapter 16,"""Driven by their desires, they perform actions that are harmful to others, living in pursuit of temporary pleasures while neglecting spiritual wisdom.""",Verse 16.10,Krishna to Arjuna: One who ignores the teachings of the scriptures and acts according to personal desires leads a wasted life. Such a person never attains peace or liberation.
Chapter 16,"""Such people become deluded by their attachment to materialism, forgetting the true path of dharma and acting in ways that cause harm to themselves and others.""",Verse 16.11,"Krishna to Arjuna: Therefore, let dharma be your guiding light. Live in accordance with the scriptures and act with wisdom, for this is the path to liberation."
Chapter 16,"""Filled with pride and delusion, they think that the pleasures of this world are the highest achievement, without considering the suffering they cause.""",Verse 16.12,"Arjuna to Krishna: O Krishna, what happens to those who worship with faith but do not follow the scriptures? Is their faith divine, passionate, or ignorant?"
Chapter 16,"""They are deluded by their material possessions and do not recognize the eternal truth, instead focusing only on their own selfish desires.""",Verse 16.13,"Krishna to Arjuna: Faith is of three kinds—sattvic (pure), rajasic (passionate), and tamasic (ignorant). It is determined by one’s nature and the influences they embrace."
Chapter 16,"""Driven by greed and arrogance, they fail to see the difference between right and wrong, leading to endless confusion and suffering.""",Verse 16.14,"Krishna to Arjuna: A person’s faith reflects their inner nature. Whatever one worships and believes in, that faith shapes their destiny and guides their actions."
Chapter 16,"""Such individuals are constantly bound by their desires, unable to free themselves from the cycle of birth and death, remaining trapped in ignorance.""",Verse 16.15,"Krishna to Arjuna: The sattvic worship the divine with purity and devotion. The rajasic worship power and wealth, while the tamasic engage in false worship and superstition."
Chapter 16,"""They falsely believe that they are the masters of their fate and act as though their power is absolute, ignoring the truth of divine law.""",Verse 16.16,Krishna to Arjuna: Those influenced by rajas perform elaborate rituals for personal gain. Their sacrifices are filled with desire and ego rather than devotion to the Supreme.
Chapter 16,"""Being deluded by their desires and ego, they destroy themselves and others, leading a life of unrestrained indulgence and sinful actions.""",Verse 16.17,"Krishna to Arjuna: The tamasic perform rituals in darkness, inflicting pain upon themselves and others. They lack understanding and act out of delusion."
Chapter 16,"""Such people disregard moral conduct, perform sinful acts, and indulge in pleasures without considering the consequences.""",Verse 16.18,"Krishna to Arjuna: The food one eats also reflects their nature. Sattvic food is pure, nourishing, and increases longevity. Rajasic food is overly spicy and causes restlessness. Tamasic food is stale, impure, and harmful to the mind and body."
Chapter 16,"""Driven by their selfish desires, they create a path of misery, devoid of compassion, and end up causing harm to themselves and others.""",Verse 16.19,"Krishna to Arjuna: Sattvic food provides strength and clarity, rajasic food fuels passion and desire, while tamasic food dulls the intellect and weakens the body."
Chapter 16,"""These individuals are destined for destruction because of their harmful actions, which are rooted in selfishness, greed, and ignorance.""",Verse 16.20,"Krishna to Arjuna: Sacrifices performed without expectation of reward, with a pure heart, and in alignment with dharma, are sattvic."
Chapter 16,"""Those who are possessed by these demoniacal qualities continue to create more suffering for themselves and others, remaining in the cycle of birth and death.""",Verse 16.21,"Krishna to Arjuna: Sacrifices performed for show, with the desire for recognition and personal gain, are rajasic."
Chapter 16,"""However, those who cultivate divine qualities, such as self-control and righteousness, experience liberation and the attainment of eternal peace.""",Verse 16.22,"Krishna to Arjuna: Sacrifices performed in ignorance, without faith, and disregarding scriptural guidance, are tamasic."
Chapter 16,"""By adhering to divine qualities, one rises above the material world and attains the highest state of spiritual fulfillment.""",Verse 16.23,"Krishna to Arjuna: Charity given selflessly, at the right time and place, to the deserving, without expectation, is sattvic."
Chapter 16,"""Therefore, one should strive to cultivate divine qualities and avoid the demoniacal tendencies that lead to suffering and spiritual degradation.""",Verse 16.24,"Krishna to Arjuna: Charity given for recognition, with an expectation of return, is rajasic."
Chapter 17,"""Arjuna said: O Krishna, what is the fate of those who perform their duties with faith but do not follow the Vedic scriptures? Are they also bound by their faith?""",Verse 17.1,"Krishna to Arjuna: Charity given reluctantly, to the undeserving, or with contempt, is tamasic."
Chapter 17,"""The Supreme Lord said: The faith of all beings is in accordance with their nature. It can be classified into three categories based on the three gunas: sattva, rajas, and tamas.""",Verse 17.2,"Krishna to Arjuna: True devotion manifests in sattvic words—truthful, kind, and uplifting. Speech that is aggressive, deceptive, or harmful is rajasic or tamasic."
Chapter 17,"""Faith of those in the mode of goodness is firm and directed towards truth, while that of those in the mode of passion is directed towards temporary material goals.""",Verse 17.3,"Krishna to Arjuna: Those who engage in deep meditation and self-control, offering themselves to the divine with sincerity, are sattvic in their practice."
Chapter 17,"""Faith in the mode of ignorance is marked by confusion and delusion, leading individuals to engage in harmful or wrong actions.""",Verse 17.4,"Krishna to Arjuna: The sacred words ""Om Tat Sat"" represent the Supreme Truth. They guide sattvic acts of sacrifice, charity, and self-discipline."
Chapter 17,"""Those who worship the gods with faith in sattva, perform rituals with devotion, and strive for spiritual knowledge.""",Verse 17.5,"Krishna to Arjuna: Any act performed without faith, however grand, is futile. Faith alone determines the worth and outcome of one's actions."
Chapter 17,"""Those who worship the demigods with faith in rajas perform sacrifices for worldly benefits, driven by desires and attachments.""",Verse 17.6,"Krishna to Arjuna: The threefold austerity of the body, speech, and mind, when performed with firm faith without expecting any reward, is considered sattvic. Such austerity purifies the soul and elevates a person towards liberation."
Chapter 17,"""Those who worship spirits or ghosts with faith in tamas seek results driven by superstition, fear, or ignorance.""",Verse 17.7,"Krishna to Arjuna: Austerity that is performed to gain honor, respect, or reverence from others is rajasic. It is done with pride and expectation of recognition, and though it may bring temporary benefits, it does not lead to lasting spiritual progress."
Chapter 17,"""Food that is dear to those in the mode of goodness is pure, wholesome, and nourishing, promoting longevity and health.""",Verse 17.8,"Krishna to Arjuna: Austerity that is performed with foolish stubbornness, self-torture, or with the intent to harm oneself or others is tamasic. It is not guided by wisdom and only leads to suffering and destruction."
Chapter 17,"""Food that is loved by those in the mode of passion is bitter, sour, salty, and stimulating, causing harm to the body and mind.""",Verse 17.9,"Krishna to Arjuna: Charity that is given at the right time and place, to a worthy person, without seeking anything in return, is sattvic. This type of charity is pure and leads to spiritual upliftment and peace."
Chapter 17,"""Food that is cherished by those in the mode of ignorance is stale, decomposed, and prepared with impure means, bringing sorrow and disease.""",Verse 17.10,"Krishna to Arjuna: Charity that is given with reluctance, with a selfish motive, or expecting something in return is rajasic. Though it may bring temporary rewards, it does not purify the heart or lead to real spiritual progress."
Chapter 17,"""Those who offer sacrifices without following the prescribed Vedic rituals and without faith in the Supreme are performing ignorant acts.""",Verse 17.11,"Krishna to Arjuna: Charity given to the undeserving, at an improper time or place, and given with disrespect or contempt, is tamasic. Such charity lacks sincerity and brings no spiritual benefit to the giver."
Chapter 17,"""Those who perform rituals with a sense of pride or selfish desire do so with an impure heart, seeking recognition or rewards.""",Verse 17.12,"Krishna to Arjuna: The sacred words ""Om Tat Sat"" have been used since ancient times to indicate truth, righteousness, and dedication to the Supreme. They are the guiding principles for those who seek liberation."
Chapter 17,"""True sacrifice is performed with a pure heart, without attachment to the results, and as an offering to the Supreme.""",Verse 17.13,"Krishna to Arjuna: When sacrifices, charity, and austerity are performed with devotion and with the utterance of ""Om,"" they remain free from selfish intent and are dedicated to the Supreme."
Chapter 17,"""One should perform their duties with detachment and in accordance with divine knowledge, seeking spiritual liberation rather than material gain.""",Verse 17.14,"Krishna to Arjuna: When acts of charity, sacrifice, or austerity are done with the understanding that they are meant to serve the divine and not for personal gain, they become pure and sattvic. The utterance of ""Tat"" signifies detachment from the fruits of action."
Chapter 17,"""Those who perform selfless sacrifice and seek the welfare of all beings, without expecting personal rewards, attain the highest state.""",Verse 17.15,"Krishna to Arjuna: Any action, whether sacrifice, charity, or austerity, performed without faith in the divine, is asat (meaningless). It has no real value and does not bring any spiritual benefit. Therefore, faith is essential in all actions to make them meaningful and fruitful."
Chapter 17,"""Those who are driven by material desires and perform sacrifices with selfish motives, may attain temporary benefits, but not true spiritual progress.""",Verse 17.16,"Krishna to Arjuna: Arjuna, you ask about renunciation (sannyasa) and detachment (tyaga). Know that while both involve giving up attachment, renunciation means abandoning worldly actions, whereas detachment means performing duty without selfish desires. True wisdom lies in understanding the difference between these paths."
Chapter 17,"""Those who perform acts of devotion with a pure heart and without selfish desires, knowing that everything is an offering to the Supreme, will be blessed with spiritual growth.""",Verse 17.17,"Krishna to Arjuna: Some sages declare that renouncing all actions is the highest form of renunciation, while others believe that acts of sacrifice, charity, and penance should never be abandoned. The truth is that selfless actions should be continued, as they purify the soul."
Chapter 17,"""Those who perform actions for the welfare of others, without attachment or expectation of rewards, follow the path of true spiritual sacrifice.""",Verse 17.18,"Krishna to Arjuna: There are different views on renunciation. Some say all actions should be given up, while others say only selfish and impure actions should be abandoned. The right path is not to renounce duty, but to perform it without attachment."
Chapter 17,"""The faith of a person is determined by their inner nature, and it reflects in their actions, thoughts, and desires.""",Verse 17.19,"Krishna to Arjuna: Sacrifice, charity, and penance should never be abandoned, as they purify even the wisest. However, they should be done without attachment or expectation of rewards. This is true renunciation."
Chapter 17,"""Those who are devoted to the Supreme with a pure heart, free from selfish desires, transcend the material world and attain liberation.""",Verse 17.20,"Krishna to Arjuna: When one performs duty without attachment to results, it is sattvic renunciation. But renouncing duty out of fear or difficulty is rajasic, and abandoning responsibility out of ignorance is tamasic. True renunciation means acting selflessly without expectation."
Chapter 17,"""Those who perform sacrifices for personal gain, without faith or true understanding, remain bound by the cycle of birth and death.""",Verse 17.21,"Krishna to Arjuna: A wise person neither desires good results nor fears bad ones. They remain detached from success and failure. This is the true state of renunciation, where one acts with wisdom and equanimity."
Chapter 17,"""True faith is rooted in the recognition of the Supreme and in performing all actions as an offering to the Divine, free from ego and desires.""",Verse 17.22,"Krishna to Arjuna: The body cannot completely abandon all action, but one who renounces attachment to the fruits of action is truly renounced. Such a person performs duty without seeking personal gain."
Chapter 17,"""Faith in the mode of goodness leads to pure devotion, whereas faith in the modes of passion and ignorance lead to attachment, selfishness, and confusion.""",Verse 17.23,"Krishna to Arjuna: Those who give up duty out of fear, laziness, or discomfort are practicing false renunciation. Their actions do not lead to liberation, as they are based on avoidance rather than wisdom."
Chapter 17,"""By cultivating divine faith, focusing on the Supreme, and surrendering all actions to the Divine, one can transcend the material world and attain liberation.""",Verse 17.24,"Krishna to Arjuna: Performing one’s duty without attachment, without desire for rewards, and for the sake of righteousness is true renunciation. Such action purifies the soul and leads to liberation."
Chapter 17,"""The nature of one's faith determines the type of actions they perform, and these actions in turn shape their destiny and spiritual progress.""",Verse 17.25,"Krishna to Arjuna: The results of action—pleasant, unpleasant, or mixed—affect those who are attached to outcomes. But for the truly renounced, who work selflessly, there are no binding consequences."
Chapter 17,"""One should aim to cultivate faith that is aligned with wisdom, and practice actions that lead to the ultimate goal of liberation and union with the Divine.""",Verse 17.26,"Krishna to Arjuna: It is impossible to completely avoid all actions. However, one who renounces attachment to results is a true renunciate. Such a person acts with wisdom and remains free from bondage."
Chapter 17,"""The one who performs actions without attachment, who understands the true nature of sacrifice, and who offers everything to the Supreme is truly blessed.""",Verse 17.27,"Krishna to Arjuna: There are five factors that determine the outcome of action—the body, the doer, the senses, effort, and divine will. Understanding these elements helps in realizing the deeper truth behind karma."
Chapter 17,"""Thus, the threefold faith, guided by the three gunas, determines one's spiritual path. Through devotion and detachment, one can transcend the material world and reach the Supreme.""",Verse 17.28,"Krishna to Arjuna: Ignorant people believe they alone are the doers of actions. But the wise understand that action arises from the interaction of various factors, including divine will and past karma."
Chapter 18,"""Arjuna said: O Krishna, I wish to understand the true nature of renunciation (Sannyasa) and the nature of selfless action (Karma Yoga), O Kesava, and the difference between the two, O Hrishikesha.""",Verse 18.1,Krishna to Arjuna: Actions performed with ego lead to bondage. But one who realizes that actions happen due to divine will and the forces of nature remains free from attachment. Such a person acts but is not bound.
Chapter 18,"""The Supreme Lord said: Renunciation (Sannyasa) and selfless action (Karma Yoga) are both paths leading to liberation, but one who performs selfless action without attachment is superior.""",Verse 18.2,"Krishna to Arjuna: Knowledge, action, and the doer are influenced by the three gunas—sattva (purity), rajas (passion), and tamas (ignorance). Understanding their influence helps one rise beyond them."
Chapter 18,"""Renunciation, O Arjuna, is the abandonment of action with attachment, while selfless action is the abandonment of attachment to the results of actions.""",Verse 18.3,"Krishna to Arjuna: Knowledge that sees the One Supreme Reality in all beings is sattvic. Knowledge that sees diversity without unity is rajasic. And knowledge that is limited, irrational, and false is tamasic."
Chapter 18,"""One who renounces all desires and performs actions selflessly, without attachment, is considered to have attained true renunciation.""",Verse 18.4,"Krishna to Arjuna: Action performed selflessly, without ego or desire, is sattvic. Action done with selfish motives, seeking personal gains, is rajasic. And action done out of ignorance, harming oneself or others, is tamasic."
Chapter 18,"""Those who perform actions for the welfare of others, with an attitude of service, are truly renunciates, even though they appear to be engaged in worldly tasks.""",Verse 18.5,"Krishna to Arjuna: The doer who is humble, free from attachment, determined, and calm is sattvic. The doer who is greedy, ambitious, and restless is rajasic. And the doer who is lazy, deceitful, and careless is tamasic."
Chapter 18,"""Performing one's prescribed duties with dedication and detachment, while remaining unattached to the fruits of those actions, leads to liberation.""",Verse 18.6,"Krishna to Arjuna: The three types of intelligence (buddhi) correspond to the gunas. Sattvic intelligence knows what is right and wrong, rajasic intelligence is confused by desire, and tamasic intelligence sees truth as falsehood and vice versa."
Chapter 18,"""The true renunciation is renouncing selfish desires and the attachment to the results of actions, not renouncing physical actions themselves.""",Verse 18.7,"Krishna to Arjuna: The determination (dhriti) of a sattvic person is unwavering, disciplined, and focused on truth. A rajasic person’s determination is fueled by desire and restlessness. A tamasic person lacks willpower and clings to laziness."
Chapter 18,"""Those who abandon all desires and perform their actions as an offering to the Supreme are not bound by the consequences of their actions.""",Verse 18.8,"Krishna to Arjuna: The happiness that arises from self-discipline and self-realization is sattvic. The happiness that comes from sensory pleasure but leads to suffering is rajasic. And happiness that is born from ignorance, delusion, and laziness is tamasic."
Chapter 18,"""Renunciation of selfish desires and attachment leads one to attain the highest spiritual state and liberation from the cycle of birth and death.""",Verse 18.9,"Krishna to Arjuna: Every individual has a natural tendency towards a particular mode of work based on their gunas. Brahmins are inclined toward knowledge and wisdom, Kshatriyas towards valor, Vaishyas towards trade, and Shudras towards service."
Chapter 18,"""Those who follow the path of selfless action, without attachment to results, attain eternal peace and merge with the Supreme.""",Verse 18.10,Krishna to Arjuna: The highest path is to perform one’s own duty according to one’s nature without desiring rewards. Fulfilling one’s dharma with sincerity leads to spiritual progress and inner peace.
Chapter 18,"""Even the smallest of selfless actions performed with a pure heart, without attachment, leads to great spiritual progress and eventual liberation.""",Verse 18.11,"Krishna to Arjuna: Even if one’s duty has imperfections, it is better to follow one’s own dharma rather than performing another’s perfectly. Acting in harmony with one’s inner nature leads to self-realization."
Chapter 18,"""Actions performed in the spirit of duty, without attachment to personal gain, are free from the binding influence of the gunas and lead to spiritual freedom.""",Verse 18.12,"Krishna to Arjuna: One who renounces the ego, offers all actions to the Divine, and seeks no personal reward attains liberation. Such a person is free from karmic bondage."
Chapter 18,"""Knowledge of the self and devotion to the Supreme, along with performing actions selflessly, purifies the mind and leads to liberation.""",Verse 18.13,"Krishna to Arjuna: The highest realization comes when one surrenders to the Supreme with devotion, knowing that all actions are ultimately governed by the divine. This is the path to eternal peace."
Chapter 18,"""Action performed with a pure heart, without ego or desire, is the most effective means of attaining liberation and realizing one's true nature.""",Verse 18.14,"Krishna to Arjuna: One who is free from attachment, performs their duty with faith and devotion, and does not seek rewards attains the highest state. Such a person remains untouched by worldly distractions and desires."
Chapter 18,"""One who acts selflessly, in alignment with dharma, without seeking material rewards, attains the highest spiritual fulfillment.""",Verse 18.15,"Krishna to Arjuna: A person who is devoted to truth, free from pride, and who performs their duty selflessly with unwavering focus achieves spiritual perfection. They are not affected by joy or sorrow."
Chapter 18,"""Actions that are aligned with the divine will, and performed with sincerity and devotion, lead to eternal peace and liberation.""",Verse 18.16,"Krishna to Arjuna: The Supreme Lord resides in the hearts of all beings, guiding them according to their karma. Those who surrender to Him with devotion are led toward liberation and eternal bliss."
Chapter 18,"""Performing actions without ego and in service to others leads to spiritual growth and eventual liberation from the material world.""",Verse 18.17,"Krishna to Arjuna: Surrendering all actions to the Divine, taking refuge in Him alone, and following the path of devotion leads one beyond the cycle of birth and death. This is the ultimate way to attain peace."
Chapter 18,"""Desire-driven actions, which are performed with attachment to their results, bind one to the cycle of birth and death.""",Verse 18.18,Krishna to Arjuna: Abandoning all mental doubts and surrendering completely to the Supreme grants one inner freedom. The one who takes refuge in the Divine is released from all past sins and karmic bonds.
Chapter 18,"""Those who perform their actions with ego and attachment to the results are subject to the influence of the gunas and bound to material existence.""",Verse 18.19,"Krishna to Arjuna: The supreme wisdom of the Gita is meant for those who are sincere and devoted. Those who listen with faith, understand its teachings, and apply them in their lives attain spiritual elevation."
Chapter 18,"""The true renunciation is the abandonment of selfish desires, while still remaining engaged in righteous action for the welfare of others.""",Verse 18.20,Krishna to Arjuna: A person who teaches this sacred knowledge with devotion is most dear to Me. Such a teacher is fulfilling the highest service and will surely attain My divine presence.
Chapter 18,"""Those who renounce all desires and live in alignment with dharma, focusing on the Supreme, achieve liberation and eternal peace.""",Verse 18.21,Krishna to Arjuna: Those who study this discourse with sincerity worship Me through their intellect. Even listening with faith to these words leads to liberation from karmic bondage.
Chapter 18,"""Selfless action is the key to spiritual progress, as it frees the soul from the bondage of ego and desire, leading to union with the Supreme.""",Verse 18.22,"Krishna to Arjuna: The one who listens to this wisdom without envy, with faith and devotion, will attain the highest realms. Such a person is purified and freed from all doubts."
Chapter 18,"""Actions performed with attachment to their results bind the soul to the material world, while selfless actions lead to liberation.""",Verse 18.23,Krishna to Arjuna: Have you understood this wisdom with a clear mind? Has your confusion and despair disappeared? Reflect deeply and act according to your dharma with clarity.
Chapter 18,"""The knowledge of the self and devotion to the Supreme, when combined with the renunciation of ego and desires, leads to freedom from the cycle of birth and death.""",Verse 18.24,"Arjuna to Krishna: My doubts have vanished, and my mind is enlightened by Your divine words. I shall now act according to Your guidance and fulfill my duty with determination."
Chapter 18,"""True renunciation is not the abandonment of action but the abandonment of attachment to action and the results thereof.""",Verse 18.25,"Sanjaya to Dhritarashtra: Thus, I have heard the glorious dialogue between Krishna and Arjuna. This sacred conversation, full of wisdom and divine truth, has uplifted my soul."
Chapter 18,"""Actions performed with a sense of duty, without ego or attachment, lead to the highest spiritual state and liberation.""",Verse 18.26,"Sanjaya to Dhritarashtra: Whenever I recall this profound discussion between Krishna and Arjuna, I feel immense joy. The message of the Gita is an eternal source of inspiration and divine bliss."
Chapter 18,"""Those who perform selfless actions for the welfare of others, without expecting any reward, are the true renunciates in the eyes of the Divine.""",Verse 18.27,"Sanjaya to Dhritarashtra: Wherever Krishna, the Supreme Teacher, and Arjuna, the devoted warrior, stand together, there will always be victory, righteousness, prosperity, and divine presence."
Chapter 18,"""Actions performed with love and devotion to the Supreme, without selfish desires, purify the mind and lead to liberation.""",Verse 18.28,"Krishna to Arjuna: The duties of individuals are determined by their inherent qualities, which arise from their nature. These qualities classify people into four varnas: Brahmins, Kshatriyas, Vaishyas, and Shudras, each having specific roles in society."
Chapter 18,"""Those who engage in actions with the mind fixed on the Supreme, without attachment to results, attain spiritual liberation and eternal peace.""",Verse 18.29,"Krishna to Arjuna: The Brahmins, who are inclined toward knowledge and spiritual pursuits, exhibit qualities such as self-restraint, truthfulness, purity, patience, wisdom, and devotion to the scriptures. They guide society with wisdom and righteousness."
Chapter 18,"""Performing one's duties with devotion and a pure heart leads to liberation and spiritual fulfillment, as it helps transcend the gunas.""",Verse 18.30,"Krishna to Arjuna: The Kshatriyas, endowed with valor and strength, are born to protect righteousness. They possess courage, determination, generosity, and leadership, fulfilling their duty as warriors and rulers of the people."
Chapter 18,"""One who is free from attachment and works with the intention of serving the Supreme Being, without ego, attains the highest state.""",Verse 18.31,"Krishna to Arjuna: The Vaishyas are inclined toward agriculture, trade, and commerce, supporting society through their economic contributions. The Shudras serve through dedicated labor and assistance, maintaining the stability of society."
Chapter 18,"""By focusing on the Divine and surrendering all actions to the Supreme, one can transcend the material world and achieve liberation.""",Verse 18.32,"Krishna to Arjuna: By performing one’s prescribed duties in accordance with one’s natural inclinations, a person attains perfection. Engaging in one’s dharma wholeheartedly purifies the mind and leads to self-realization."
Chapter 18,"""Those who act with selflessness, in accordance with their dharma, and surrender the fruits of their actions to the Divine, attain liberation.""",Verse 18.33,"Krishna to Arjuna: By worshiping the Supreme through one’s dedicated work, a person attains the highest state. Every action, when offered to God with sincerity, becomes a path toward liberation."
Chapter 18,"""The soul that performs actions without attachment, with a pure heart, and as an offering to the Supreme, achieves eternal bliss.""",Verse 18.34,"Krishna to Arjuna: It is better to perform one’s own duty imperfectly than to excel in another’s duty. Doing work in accordance with one’s nature is far superior, as it does not create inner conflict or confusion."
Chapter 18,"""The true renunciates are those who give up selfish desires and attachment to results, not those who abandon their actions entirely.""",Verse 18.35,"Krishna to Arjuna: Even though all actions have imperfections, one should not abandon their duties. Just as fire is covered by smoke, every action has some flaw, but true wisdom lies in fulfilling one’s dharma without hesitation."
Chapter 18,"""One should perform all actions selflessly, without any desire for personal gain, and dedicate the results to the Supreme Being.""",Verse 18.36,"Krishna to Arjuna: The one who is detached from worldly affairs, free from personal desires, and practices self-discipline attains the highest knowledge and supreme peace, ultimately merging with the Divine."
Chapter 18,"""Those who work selflessly, with devotion and in alignment with dharma, transcend the limitations of the material world and achieve liberation.""",Verse 18.37,Krishna to Arjuna: The person who reaches this supreme wisdom and remains steady in their spiritual realization is no longer bound by material existence. They attain liberation and eternal bliss in the presence of the Divine.
Chapter 18,"""Even if one performs an imperfect action, as long as it is done with a sincere heart and selflessness, it leads to liberation.""",Verse 18.38,"Krishna to Arjuna: One who purifies their mind through wisdom, restrains the senses, relinquishes attachment and selfish desires, and remains devoted to the Supreme attains liberation from material bondage."
Chapter 18,"""Through the process of selfless action, one becomes free from the binding effects of the gunas and attains ultimate liberation.""",Verse 18.39,"Krishna to Arjuna: By practicing self-control, living in solitude, minimizing worldly possessions, and meditating on the Divine, a person advances on the path to enlightenment, free from all distractions."
Chapter 18,"""Actions performed with a pure heart and without attachment, surrendering all to the Divine, are the path to eternal peace and liberation.""",Verse 18.40,"Krishna to Arjuna: By renouncing ego, desire, false pride, and attachments, one attains supreme tranquility. Such a person is neither affected by happiness nor sorrow and remains absorbed in divine consciousness."
Chapter 18,"""Those who focus on selfless action, without ego or desire for results, attain the highest spiritual state and are freed from the material world.""",Verse 18.41,Krishna to Arjuna: The one who transcends material existence and realizes their eternal connection with the Supreme Being experiences boundless bliss and attains union with the Divine.
Chapter 18,"""One who performs their prescribed duties without attachment and devotion to the Supreme will reach the ultimate state of liberation.""",Verse 18.42,"Krishna to Arjuna: Through pure devotion, a person comes to truly understand the Divine in all aspects. Only through unwavering love and surrender does one attain eternal oneness with the Supreme."
